system:index,Greenness,Greenness_1,Greenness_10,Greenness_11,Greenness_12,Greenness_13,Greenness_14,Greenness_15,Greenness_16,Greenness_17,Greenness_18,Greenness_19,Greenness_2,Greenness_20,Greenness_21,Greenness_22,Greenness_23,Greenness_24,Greenness_25,Greenness_26,Greenness_27,Greenness_28,Greenness_29,Greenness_3,Greenness_30,Greenness_31,Greenness_32,Greenness_4,Greenness_5,Greenness_6,Greenness_7,Greenness_8,Greenness_9,.geo
00000000000000000000_0,983.82214,1118.9744,778.6227,1042.0022,1295.4636,815.0921,774.47754,1107.179,934.1026,948.1374,974.1275,1147.1902,1342.5359,887.25854,766.9076,952.3037,1159.373,1050.1962,1004.2614,1146.6411,910.5594,919.69635,1491.9358,1537.9376,1476.7866,1200.0887,1291.9702,1229.8851,1746.9814,877.1054,1249.6592,1427.5962,1078.1708,
00000000000000000001_0,832.6687,1065.846,620.3995,961.1462,1109.1052,974.5374,1091.4746,1119.3989,993.7586,1087.5879,1154.8138,1033.4261,1048.6093,1154.3248,996.46594,1115.3872,1265.295,1120.5801,1233.8568,1133.3813,1038.7218,1049.8818,1600.4882,1487.416,1483.274,1237.5709,1351.1249,933.4425,1354.6241,861.2804,1145.6161,1299.7273,942.0606,
00000000000000000002_0,1675.8538,2089.1025,1840.132,1743.6674,1721.1238,1571.6719,1522.0579,1558.3472,1608.8699,1578.7286,1584.1168,1798.5059,2124.8035,1705.2253,1409.7983,1431.4792,1578.6833,1552.0333,1676.681,1523.877,1212.0583,1631.8638,1876.8746,2195.574,2025.7284,1706.0671,1793.6392,1945.7128,2543.8462,1902.1542,1670.9629,2072.6367,1716.5159,
00000000000000000003_0,1544.3982,1885.2788,1484.9742,1879.1191,1837.2664,1593.5908,1520.1064,1675.9333,1573.705,1558.7742,1634.2542,1724.664,1729.2036,1663.0537,1622.8046,1587.231,1804.6768,1714.2039,1813.7439,1639.7212,1335.2554,1687.145,2000.9268,2017.2386,1945.7776,1886.2445,1904.9288,1599.0149,2247.9873,1744.7275,1760.5841,1999.2119,1654.6285,
00000000000000000004_0,1526.8556,1582.7792,1583.0295,1506.8402,1713.8525,1556.5734,1626.2349,1473.8225,1404.5306,1422.4569,1438.1504,1470.3088,1562.1647,1592.7202,1662.9486,1478.151,1457.7827,1699.0128,1540.8752,1555.5798,1344.0702,1700.8032,1861.3611,1661.2072,1802.1057,1842.5671,1785.0603,1601.0316,1754.1235,1709.778,1352.4579,1580.344,1473.0857,
00000000000000000005_0,1733.897,1793.0781,1663.7335,1644.5687,1557.9827,1500.6862,1372.5634,1690.925,1353.9583,1261.013,1608.108,1589.5505,1907.8994,1493.1022,1384.324,1378.3562,1722.758,1452.0056,1488.9695,1576.2893,1405.5664,1423.0187,2017.593,2137.9521,1896.5005,1590.3142,1878.1692,1696.501,2471.4028,1752.1115,1631.1003,1675.7119,1535.9949,
00000000000000000006_0,1369.334,1577.5878,1361.4598,1429.8403,1561.092,1421.5903,1215.688,1475.9102,1307.2803,1220.8044,1359.4246,1357.2751,1741.2025,1413.3926,1478.3688,1360.2827,1602.5488,1463.4304,1447.0308,1456.1581,1188.8048,1516.8599,1902.3658,1793.7249,1899.3467,1523.5237,1787.7325,1449.8458,1992.5258,1481.7832,1409.5222,1729.8374,1468.5203,
00000000000000000007_0,1840.4033,1892.5802,1723.2097,1793.0083,1654.6052,1672.1688,1635.776,1651.3738,1496.9796,1371.0999,1538.6711,1717.8965,1964.4072,1612.0238,1785.6241,1576.9176,1599.9556,1754.2417,1793.2261,1717.9377,1458.9352,1753.7935,1956.1891,2087.6995,2064.5967,1874.8895,1841.5604,1817.1506,2131.427,1775.6575,1665.863,1818.3638,1931.5292,
00000000000000000008_0,1301.6686,1632.5118,1592.0668,1560.9298,1474.6205,1583.9867,1288.1222,1576.5247,1341.5104,1394.0345,1507.9851,1663.0251,1639.4335,1466.8562,1414.3239,1536.8313,1638.6115,1589.6831,1708.5994,1728.2212,1339.8401,1609.2354,1814.1154,2009.0634,1884.5854,1531.5117,1776.6274,1691.8699,2130.9482,1566.2715,1458.3231,1812.7549,1396.5393,
00000000000000000009_0,2653.7373,2511.074,2633.1355,2413.9565,2464.4429,2206.662,2276.7341,2187.9453,1811.8636,1828.1222,2075.4976,2106.1406,2819.4026,2281.5134,2194.254,2119.8472,2050.6455,2368.4893,2252.0,2145.636,1845.1853,2351.3408,2524.4966,2690.2903,2564.142,2631.327,2561.239,2796.8003,3151.9124,2897.3247,2221.1978,2278.5486,2481.678,
0000000000000000000a_0,1484.0908,1878.8074,1902.0571,1838.6643,1855.7896,1748.556,1745.6082,1797.9099,1639.5568,1593.5166,1756.314,1828.8386,1918.1492,1872.1608,1799.901,1714.272,1872.9148,1884.6982,1796.4965,1860.0564,1575.7106,1923.5878,2127.1614,2378.2312,1909.946,1958.2968,2118.345,1988.7684,2180.81,1650.5305,1790.5978,2109.7324,1830.2178,
0000000000000000000b_0,2465.23,2539.8738,2637.2124,2503.9592,2513.806,2153.0027,2188.1904,1991.6194,1888.7074,1897.1008,2056.1418,2105.728,2541.1333,2326.0408,2192.1184,2082.333,1941.4767,2142.8872,2126.3025,2082.4282,1913.78,2361.0532,2344.1829,2524.1516,2414.9453,1960.8411,2347.3525,2546.6191,2475.0654,2465.955,2006.6771,2373.4148,2395.6475,
0000000000000000000c_0,2517.0505,2650.8506,2687.7778,2589.4111,2738.3174,2334.1108,2379.9028,2183.962,2114.231,2050.9353,2238.1743,2213.994,2658.0571,2327.56,2407.3481,2195.4023,2048.9072,2219.9084,2281.7512,2295.3132,1853.7362,2425.0933,2379.5444,2718.296,2377.9336,2206.9883,2429.9636,2618.0303,2821.979,2634.0757,2315.8784,2514.3909,2519.4207,
0000000000000000000d_0,1637.6211,2122.0896,1023.1166,1691.3799,1512.7515,1518.5034,1251.0522,1394.761,1530.9181,1472.579,1482.761,1509.547,1759.292,1579.4493,1236.375,1679.1467,1762.8678,1640.8987,1669.3604,1644.7708,1346.7072,1411.791,1938.3438,2063.3901,1981.7965,1815.6132,1730.7345,1870.9838,2417.437,1411.3138,1366.2838,2000.868,1580.8682,
0000000000000000000e_0,2175.5454,2275.5527,2141.7786,2147.5186,2252.3618,2069.5398,2135.5503,1882.996,1894.487,1882.022,1860.2616,1847.3514,2269.4854,1983.1001,1967.0831,2054.229,1826.703,2038.1797,1951.5476,1970.1929,1678.1162,2048.0635,2163.942,2234.405,2206.7666,2168.4724,2210.8706,2147.5405,2339.567,2160.643,1965.5464,2020.471,2198.3892,
0000000000000000000f_0,2151.8262,2060.879,1799.5265,1770.1995,1748.5753,1727.1671,1703.6746,1606.9741,1540.1855,1488.8276,1447.3298,1490.2002,2062.2954,1594.924,1633.3092,1621.8026,1539.6583,1696.1406,1618.882,1623.6697,1529.9606,1857.783,1844.1624,1977.2476,1882.9353,1915.1926,1866.1404,1988.5088,1915.8604,1911.896,1687.3489,1619.212,1738.8665,
00000000000000000010_0,2233.0244,2462.0522,2424.604,2353.4724,2501.7551,2144.3552,2200.6265,2091.5154,1951.6826,1854.0962,2053.804,2081.729,2422.4082,2210.2676,2332.5278,2023.3673,1947.21,2215.6934,2088.3315,2120.5647,1845.934,2331.6467,2365.1775,2406.3574,2412.4111,2245.6956,2370.3528,2367.4229,2566.755,2468.8853,2253.5947,2185.793,2345.2773,
00000000000000000011_0,2470.4824,2469.6765,2396.1936,2259.6665,2467.7593,1913.4592,1974.8889,2044.5006,1697.7783,1699.5942,1801.778,1922.266,2558.433,2033.2446,2069.7722,1858.1897,1826.6635,1957.2946,2065.9333,1979.9642,1616.4874,1951.9897,2161.9673,2610.3022,2171.7366,2021.6063,2049.0796,2461.3838,2785.558,2397.8408,2223.3867,2246.4287,2368.0698,
00000000000000000012_0,2008.883,2447.3655,3222.0808,2647.9148,2614.7888,2247.274,2521.5112,2138.234,2119.8594,1971.073,2042.1973,2150.6104,2750.586,2408.0242,2319.8682,2142.9292,1946.0406,2306.9136,2209.8418,2154.4885,1924.083,2329.2705,2357.1304,2539.8179,2378.337,2475.409,2470.6057,3176.808,2630.4897,2711.9832,2390.9937,2196.7695,2626.0808,
00000000000000000013_0,1587.6034,1815.5952,1664.3563,1658.7493,2010.0426,1649.6982,1588.3558,1583.3561,1604.48,1435.3884,1708.7,1732.9106,1779.4618,1748.5826,1660.3109,1668.8093,1600.4938,1635.5902,1700.2042,1538.0508,1325.1798,1702.9863,1909.7842,1976.1602,1979.5836,1879.7595,1867.1768,1870.1427,2117.7295,1862.7997,1381.3132,1934.4261,1754.8625,
00000000000000000014_0,2803.7654,2591.268,2674.749,2764.729,2724.929,2222.0195,2487.9116,2012.9944,1980.7562,1784.4402,1962.8813,2099.1074,2650.1492,2094.2217,2142.3809,2010.8191,1855.8848,2362.7334,2204.6707,2106.1433,1775.4548,2422.767,2395.8635,2623.519,2364.7087,2365.657,2331.713,2707.1084,2763.0186,2552.668,2319.3289,2202.9814,2562.5894,
00000000000000000015_0,2184.3586,2255.0652,2205.2476,2014.777,2219.682,1897.2944,1986.6073,1874.1677,1731.2256,1859.0757,1842.4617,1845.9716,2177.2598,1841.538,1874.9644,1925.6926,1730.4235,1882.3834,1900.8218,1933.3098,1589.5413,1926.9022,2125.226,2281.2812,2102.9966,2166.082,2223.6519,2198.4766,2473.7922,2163.2131,1916.6467,2052.4788,1938.4484,
00000000000000000016_0,2285.2139,2517.178,2278.4653,2267.984,2207.782,2002.0381,2140.6982,1994.6019,1805.0043,1792.7826,1970.2831,1997.853,2543.7341,1934.5236,2040.5442,1940.2269,1900.6592,1983.2153,1827.7054,1963.5509,1671.758,2052.727,2069.4414,2556.5437,2242.296,2041.8073,2138.5269,2417.6587,2563.9854,2319.975,2204.7288,2124.4727,2272.233,
00000000000000000017_0,2198.9575,2099.871,2179.5557,2095.9092,2051.988,2046.4811,2020.255,1827.3628,1919.1313,1723.6814,1821.0529,1734.2188,2126.0774,2074.3904,2080.5046,2030.7345,1811.0742,2211.214,2113.0808,2006.4323,1865.3682,2334.467,2312.6345,1975.1334,2231.0713,2244.2478,2136.6956,2176.6118,2042.0845,1884.9844,1996.3558,1753.3167,1958.9559,
00000000000000000018_0,2058.7776,1818.3611,1847.367,1842.2607,1946.9983,1882.6985,1890.8024,1635.0646,1663.9484,1479.471,1639.7012,1670.5293,1842.4075,2158.62,1921.363,1875.0415,1703.0139,1985.1327,2045.8843,1901.2017,1806.3007,2228.001,2105.9282,1861.0402,2219.144,2331.8901,2214.6313,2038.4036,1813.4893,1637.2213,1670.2775,1607.0299,1716.5643,
00000000000000000019_0,2187.958,1995.6672,1864.5679,1919.654,1968.0652,2006.083,1732.3326,1547.5619,1756.17,1642.7412,1602.5167,1725.4957,1953.627,2015.5398,1924.726,1819.5295,1527.96,1896.1506,1873.6516,1813.1921,1649.5977,1899.6721,2098.6426,2189.8062,2040.9288,1889.4644,1922.5208,1927.9424,1969.1621,1844.147,1860.2765,1637.1317,1944.4619,
0000000000000000001a_0,2215.0493,1993.9164,2192.2358,2071.3628,2208.0613,2054.0303,2007.5476,1773.2021,1846.282,1752.2009,1778.3752,1880.5405,2252.6587,2053.7212,2008.5259,2017.9001,1785.7616,2165.113,2071.989,1996.8788,1801.7374,2388.1501,2395.483,2140.561,2263.2856,2284.5664,2339.0342,2182.6577,2187.678,2162.241,1955.4653,1823.8596,2045.2205,
0000000000000000001b_0,2393.3623,2513.6614,2502.4531,2537.7266,2742.4631,2532.2375,2136.025,2299.1392,2218.793,1424.8064,1403.0848,1851.9382,2400.901,2108.993,2140.0886,2203.3953,1983.7393,2303.5007,2228.809,2023.9718,1893.9403,2253.7825,2389.1372,2492.853,2327.4526,2435.382,2615.3357,2722.0684,2887.504,2461.2207,2406.9985,2488.608,2799.5928,
0000000000000000001c_0,1553.8091,1897.1926,1408.0792,1481.958,1920.9788,1646.0985,1483.3105,1489.813,1448.3816,1441.2012,1576.9503,1538.8367,1717.6006,1646.8992,1535.8961,1566.2972,1639.3707,1693.1694,1640.2566,1555.4167,1402.4756,1529.0814,1887.7246,2058.0076,1778.9375,1645.029,1665.0707,1696.242,2116.0122,1550.3682,1782.9377,1719.6335,1752.92,
0000000000000000001d_0,1658.653,1961.9941,1366.1934,1353.8962,2095.837,1351.832,1299.9525,1410.2299,1382.1655,1216.727,1425.7856,1361.5774,1787.1882,1554.584,1417.5704,1491.4065,1366.2017,1580.3274,1652.3682,1442.6726,1402.3538,1464.0706,1803.2992,2140.019,1829.3158,1569.658,1616.8333,1748.0537,1985.7074,1510.379,1681.0457,1734.6172,1592.8833,
0000000000000000001e_0,1014.0547,1093.0483,839.3522,868.3646,1067.8584,1008.8893,956.95544,991.0233,1042.904,979.7304,1053.5294,1066.9071,1096.1309,1151.1919,1126.9757,1188.3488,1089.3118,1268.2156,1290.2833,1175.8766,1068.7812,1298.6523,1474.7775,1214.6725,1453.8263,1468.7706,1546.4397,1057.9792,1088.6642,989.41425,1025.7067,1201.777,1018.64087,
0000000000000000001f_0,2658.7202,2680.658,2669.419,2465.8125,2429.7615,2445.3762,2307.0713,1861.611,1994.7529,1704.3463,1681.0544,1747.2878,2553.3516,2057.229,2128.2627,2092.4514,1734.2094,2200.7808,2140.8767,2016.6008,1848.1879,2230.9102,2233.7407,2222.0408,2211.647,2399.53,2270.5945,2503.6113,2494.7192,2285.3694,2121.6035,2079.0957,2174.7068,
00000000000000000020_0,2133.379,2307.47,2420.6348,2282.2468,2556.8677,2182.1821,1991.9781,2084.917,2133.1904,1439.1692,1032.7965,1138.5581,2267.5464,1603.8701,1593.7642,1613.7039,1455.6521,1791.2268,1861.4209,1788.1198,1437.1912,1813.361,1869.4812,2289.2905,1841.3182,1943.6804,2121.382,2164.6316,2343.391,2032.4663,2075.393,2080.2678,2341.3076,
00000000000000000021_0,2662.3936,2770.8198,2650.2268,2496.083,2689.3242,2337.0593,2197.4895,2267.8467,2213.9421,2074.5999,2367.4343,2140.2456,2706.3694,2375.2988,2473.153,2288.1187,2102.178,2435.9243,2457.2563,2529.9436,2089.0803,2456.8164,2601.9475,2724.2073,2644.6768,2461.256,2536.1606,2691.351,2865.3892,2703.9976,2274.9714,2386.6133,2423.2495,
00000000000000000022_0,2493.3584,2437.7417,2453.626,2371.355,2337.72,2193.2454,2213.548,1952.9034,1916.4232,1791.3914,1867.8827,1934.3378,2448.603,2076.8394,2178.3523,2044.2368,1839.0834,2215.8545,2136.579,2113.9607,1872.3639,2321.0637,2432.7686,2324.4915,2288.1665,2395.0461,2263.24,2403.5,2492.8604,2283.0938,2200.4897,2143.0352,2172.4446,
00000000000000000023_0,1610.7134,1782.2056,1525.9852,1482.4312,1795.386,1549.3708,1554.473,1620.7562,1548.5012,1661.862,1648.4708,1612.4019,1564.1484,1751.5469,1600.497,1672.7523,1604.644,1774.8507,1784.102,1848.0668,1576.6971,1887.224,2079.1274,1965.1205,1970.4467,1778.7433,2071.7185,1606.0815,1961.2524,1575.1185,1576.4998,1851.9584,1442.4705,
00000000000000000024_0,2425.6296,2457.444,2372.336,2229.6697,2517.6401,1965.0554,2198.5286,2012.0436,1982.637,1850.1316,2061.873,2060.3906,2631.666,2125.204,2333.6702,2028.1216,1939.9528,2296.4446,2267.8047,2150.9302,1999.9584,2323.267,2459.9548,2492.2856,2364.2744,2417.448,2488.704,2590.056,2588.9858,2532.7222,2012.6747,2185.4736,2195.8608,
00000000000000000025_0,1322.7617,1688.61,1368.4818,1387.1986,1707.898,1446.7537,1467.2814,1358.5415,1358.7614,1259.27,1350.008,1292.8423,1521.7814,1479.2478,1234.0011,1420.6462,1311.5531,1490.5236,1532.2397,1421.7056,1272.6263,1449.5695,1630.9912,1724.5637,1610.2888,1527.2166,1524.9357,1659.8407,1692.5781,1618.0668,1489.8599,1732.9366,1417.5177,
00000000000000000026_0,2168.4338,2210.387,2139.082,2037.9575,2286.7021,1956.2771,1965.6683,1864.2644,1706.1804,1651.3384,1746.2865,1873.8097,2226.2932,2018.0665,2081.7976,1921.8397,1793.6658,1968.4106,1908.0109,1865.1746,1690.6318,2009.5205,2245.7654,2123.4587,2209.8345,2065.6008,2225.441,2387.4683,2492.236,2327.5327,2027.5729,2007.7617,1992.466,
00000000000000000027_0,1967.7072,1874.4331,2319.9756,2330.9517,2237.0059,2104.5151,2178.6033,2007.5586,1917.051,1867.4182,2121.4028,2146.651,2282.733,2270.9202,2287.7275,1987.0138,1883.1061,2228.7502,2262.3613,2182.0173,1941.5468,2229.905,2422.3477,2190.7188,2473.4358,2369.6287,2364.0498,2226.1553,2092.5938,2208.9614,1988.9683,2018.562,2147.9365,
00000000000000000028_0,1972.6783,2045.4304,1986.4935,1871.8813,2002.2738,1825.5216,1803.0688,1712.0837,1656.4889,1495.2264,1739.4832,1659.8167,2138.5762,1839.839,1819.8491,1838.0017,1586.9766,1819.751,1671.7024,1752.8456,1461.6654,1891.1895,2138.6025,2076.0767,2061.825,1988.3008,2065.9062,2007.5134,2122.4585,1971.329,1876.2831,1952.1588,1963.2834,
00000000000000000029_0,2094.651,2229.894,2096.535,1942.7363,2176.5884,1875.6421,1911.9299,1939.3168,1792.3933,1581.524,1789.0475,1744.0911,2272.2456,1907.8328,1870.014,1956.6757,1562.8167,1909.6287,1920.2274,1926.7649,1719.3668,2070.3718,2262.1255,2419.1172,2133.243,2148.3152,2044.6211,2344.4827,2230.2473,2137.2666,1952.2804,2060.981,2092.165,
0000000000000000002a_0,2477.3706,2270.816,2441.6897,2218.418,2358.7698,2181.499,2001.326,2064.4727,1930.5591,1744.284,1925.7694,1930.8223,2462.234,2183.1694,2198.3516,2138.3035,1720.726,2190.1199,2130.909,1973.071,1783.7327,2086.0088,2291.7295,2471.1968,2238.959,2358.208,2148.8103,2470.5718,2351.7622,2225.308,2017.9845,2023.4607,2154.9856,
0000000000000000002b_0,1995.1012,2046.6447,2039.5391,1882.3401,1944.2677,1788.9421,1912.8508,1714.3214,1560.2368,1757.084,1760.5251,1757.3872,2160.5964,1784.0933,1890.0897,1873.5977,1645.328,1940.6945,2020.9132,1808.9458,1666.6002,1980.0742,2258.6182,2135.7073,2159.4246,2117.2114,2100.8262,1968.4885,2142.6045,1841.9431,1795.5432,1871.4094,1900.523,
0000000000000000002c_0,2120.671,1897.051,2091.168,1954.1537,1990.3987,1789.0923,1749.5583,1756.8938,1639.2262,1635.35,1674.8118,1713.4478,2097.6343,1530.2148,1698.0654,1657.2233,1525.0664,1682.3654,1679.7891,1692.0021,1641.7408,1928.8529,2003.0392,1963.966,2134.917,2048.2676,2200.229,2052.01,2053.1646,1862.0076,1779.0354,1809.8969,1805.1357,
0000000000000000002d_0,2239.348,2086.522,2050.0632,1881.9427,1958.8586,1837.024,1740.6366,1722.3792,1616.5316,1687.6018,1645.0972,1579.1259,2228.9536,1850.1788,1813.1172,1892.8666,1656.3579,1897.1006,1926.0933,1819.7677,1623.6116,1896.6992,2219.002,2133.1934,2166.416,2198.8445,2259.7622,2110.9026,2285.3628,1941.3822,1827.8625,1737.0564,1970.9999,
0000000000000000002e_0,1747.2888,1999.0024,1887.4135,1841.7001,1974.1963,1852.1117,1924.0964,1951.9966,1937.6555,1899.8025,2063.1792,1902.996,2042.9744,1900.9232,1706.0835,1955.628,1610.048,1840.3928,1827.6855,1871.8907,1831.0728,2335.1938,2426.5107,2156.1086,2398.1821,2382.248,2464.4915,1847.0992,2101.1711,1850.9794,1728.1278,2041.9896,2159.7668,
0000000000000000002f_0,1848.6691,1893.9818,1940.9187,1899.3296,1965.7352,1811.7543,1901.1073,1731.8025,1608.4125,1529.0156,1772.4952,1735.6259,2089.9333,1784.0906,1853.0354,1779.3412,1592.0459,1821.473,1843.2797,1821.6608,1546.3601,1919.8127,2110.2473,2011.3201,2077.1545,2141.959,2100.9834,1931.2463,2111.7627,1812.2656,1925.6501,1707.097,1943.5446,
00000000000000000030_0,1331.8683,1691.3689,1306.7831,1309.7273,1306.6956,1304.5299,1235.958,1488.4684,1226.9165,1311.2277,1424.488,1329.0833,1697.1686,1404.8224,1331.5386,1430.9042,1288.445,1421.9884,1579.5771,1379.5093,1151.4907,1278.5835,1685.8364,1770.914,1676.3268,1547.4434,1575.9045,1479.9836,1830.5712,1264.6372,1345.191,1589.3784,1324.043,
00000000000000000031_0,2051.15,2033.3922,2124.5732,1946.3221,2154.3838,1861.0714,1813.7887,1822.8293,1640.8064,1701.616,1783.4822,1841.0106,2283.6108,1974.6759,2072.5364,2036.3926,1659.8446,1985.4904,2069.0413,1950.2194,1802.2026,2109.3481,2231.6926,2054.1345,2103.1997,2306.1416,2150.2056,2154.4617,2116.252,1677.852,1728.8579,1914.0845,1905.4302,
00000000000000000032_0,1784.997,1861.6423,2006.8337,1763.8156,2188.6123,1701.6412,1760.5214,1860.3605,1706.8177,1688.2328,1854.3286,1807.4348,2163.293,1908.4642,1688.756,1874.2162,1754.733,1842.7496,1883.9353,1731.4188,1568.6362,1904.656,2123.9119,2046.0791,2261.7957,2145.7854,2253.4407,1876.363,2076.589,1731.0399,1795.7617,1975.6926,1957.5613,
00000000000000000033_0,1661.7673,1828.1472,1642.0449,1601.915,1809.1802,1525.7526,1488.1942,1636.7909,1569.5405,1463.7152,1616.4043,1669.7272,2028.7505,1727.3418,1671.6731,1815.4073,1642.6088,1835.4304,1824.1489,1730.6663,1592.3448,1802.7292,2036.1624,2054.938,1956.2051,2084.6465,1934.0537,1773.4875,2061.5789,1594.4741,1617.1017,1868.1227,1641.2949,
00000000000000000034_0,2512.1062,2569.3184,2515.379,2453.784,2357.7021,2207.0674,2234.3245,2025.1057,1839.0052,1776.9916,1955.9009,1982.3901,2557.8267,2185.3555,2028.9249,2003.0732,1901.3795,2152.637,2108.7512,2017.1587,1721.3615,2150.101,2471.6917,2519.2354,2405.2751,2398.983,2610.7935,2581.4375,2601.1763,2701.4365,2122.9214,2194.784,2285.491,
00000000000000000035_0,1368.5803,1752.9915,1467.5499,1567.1191,1386.0588,1378.5193,1365.471,1576.291,1229.1022,1278.907,1402.3572,1424.845,1830.353,1434.4896,1420.3586,1394.0312,1331.6282,1422.5608,1542.6145,1511.4469,1368.9354,1523.2012,1633.4553,1890.404,1710.2177,1722.5803,1761.258,1413.5586,1775.9042,1561.5775,1449.1641,1723.6929,1613.5302,
00000000000000000036_0,1809.6818,1910.6085,1715.1863,1612.9186,1683.6553,1647.8643,1593.7593,1571.7651,1392.3728,1253.5046,1535.5784,1569.3566,2159.83,1672.8508,1672.5269,1513.2502,1496.1166,1654.8745,1739.1681,1634.6854,1344.9686,1658.1863,1809.751,1972.8027,1749.7825,1852.8799,1871.1201,1742.6711,1917.3525,1612.3971,1541.5828,1747.3962,1664.2029,
00000000000000000037_0,1990.0677,2263.984,2164.3748,2138.6619,2264.378,2005.4791,1890.3988,1846.0468,1584.6704,1479.7712,1796.7794,1778.8076,2394.1765,1986.8765,1981.1576,1703.3672,1772.984,1897.9828,1958.6045,1795.7854,1668.8018,1881.4642,2065.962,2380.0903,2018.19,2204.7417,2178.825,2207.2544,2296.4272,2368.8772,1873.9166,2045.9518,2072.1162,
00000000000000000038_0,1803.715,1967.5347,1789.966,1725.5667,1653.2645,1804.5385,1750.6283,1617.2515,1377.6179,1461.0294,1638.0476,1664.081,2152.79,1718.4543,1815.1073,1493.7598,1648.2972,1736.7979,1886.3595,1696.558,1450.0176,1870.3429,1886.5594,2207.8906,1946.5996,2041.5046,1915.8489,2018.6007,2160.732,1844.5239,1665.7909,1846.214,1854.8102,
00000000000000000039_0,1794.2074,1925.0509,1910.5638,1935.1744,1708.4634,1795.3015,1766.7397,1650.9974,1403.4471,1441.8582,1781.763,1815.1844,1935.0892,1879.1523,1786.9718,1625.0436,1639.6019,1715.9019,1808.2815,1661.4581,1387.2174,1797.3882,1820.8805,2638.1575,1800.6478,1789.6862,1774.8175,2026.0654,2243.81,1794.5168,1900.1309,1935.3499,2036.3153,
0000000000000000003a_0,2241.166,2174.1624,2296.0774,2108.3955,1988.8761,2061.4138,2113.1206,1913.6685,1729.3165,1672.9652,1905.268,2064.318,2362.7107,2116.398,2080.9204,1852.5872,1748.9727,2051.5483,2013.6595,1952.2563,1722.3866,2028.607,2289.2798,2387.9922,2136.0034,2402.9849,2355.923,2399.5898,2367.3855,2395.8057,1905.833,1972.2909,2123.0156,
0000000000000000003b_0,1834.7136,2126.5427,1888.9801,2061.4524,1779.4193,1712.9115,1705.1566,1948.6024,1607.4355,1551.0426,1610.9144,1692.7755,1971.6233,1667.7534,1583.782,1742.9464,1623.8296,1801.6858,1678.0917,1807.4093,1570.3713,1715.2432,1968.684,2357.4746,1975.8544,1890.9458,1909.274,2025.826,2383.128,1846.6597,1836.4885,1895.5208,1901.05,
0000000000000000003c_0,1279.1661,1918.2336,1311.2489,1630.8365,1446.2083,1506.7942,1329.53,1481.8401,1228.8062,1328.3578,1298.5825,1429.1824,1965.8104,1427.169,1336.6058,1423.6442,1286.7087,1433.7698,1419.1907,1517.821,1263.917,1312.0491,1551.6316,2102.6099,1770.0701,1357.2584,1415.7356,1710.2343,2066.5828,1383.1105,1420.955,1819.5842,1374.8556,
0000000000000000003d_0,1758.034,2560.7568,2168.7683,2107.1587,1859.4299,2072.6274,2035.0344,1834.3911,1511.9521,1735.443,1905.2235,2085.0452,2662.8984,2010.9402,1975.1371,1870.3921,1702.2314,2043.2792,1972.9366,1785.2563,1583.569,1944.2552,2052.6155,2409.8396,2162.9036,2132.6567,2107.228,2813.5583,2580.8423,2335.2517,1948.4265,1922.3093,2154.4446,
0000000000000000003e_0,2529.4634,2420.9343,2290.0422,2232.6924,2372.0112,2116.3618,2034.1797,1935.492,1620.883,1888.5206,1900.862,2045.4089,2584.5486,1949.4291,1912.6875,1756.884,1730.3983,1846.9849,1904.7476,1805.1056,1585.8018,1913.3074,2184.0503,2604.5515,2097.4946,2154.2834,2280.7908,2641.3708,2818.1196,2586.8481,1875.2021,1902.4587,2157.6274,
0000000000000000003f_0,1866.3296,1820.1584,1826.3783,2002.0137,1969.1484,2048.6768,1901.54,1792.5262,1500.7723,1618.0298,1760.0632,1842.0256,1897.5264,1948.4343,1872.0723,1837.3197,1705.338,1904.7051,1937.1372,1908.7932,1587.722,1928.0635,2129.7078,1996.5472,1919.6074,2127.4597,2148.277,2123.5247,2089.3137,2126.1265,1719.2916,1642.8962,1806.8373,
00000000000000000040_0,1778.6132,2021.677,2094.029,1929.6287,2119.5295,1947.5986,1912.315,1774.4576,1664.016,1609.73,1778.2513,1782.0212,1936.9928,1936.2769,2117.6877,1910.6631,1740.9753,1949.0269,2062.7317,1961.7244,1830.8655,2112.4456,2269.8704,2116.895,2275.9316,2556.0073,2559.8818,2162.1414,2162.1094,2200.4185,1679.7396,1800.9816,1853.8397,
00000000000000000041_0,2595.9421,2774.0374,2850.025,2720.54,2764.0894,2347.9033,2601.306,2266.0056,2147.045,2064.6594,2247.5278,2272.5347,2675.6528,2225.2324,2362.6853,2217.5464,2070.8262,2427.6064,2348.0525,2392.4043,2082.5742,2281.509,2496.2344,2973.756,2374.9182,2402.6006,2460.5527,2754.2578,3222.8618,3014.5024,2220.4644,2516.406,2920.5698,
00000000000000000042_0,1383.206,1589.0428,1674.1418,1631.5663,1822.3993,1731.658,1729.479,1599.3927,1413.7798,1355.8647,1649.3411,1646.4578,1798.7383,1712.6356,1701.0256,1666.3384,1577.8119,1780.6952,1748.3842,1696.8333,1435.206,1826.9187,2065.9521,1892.7721,2065.607,2086.5566,2097.7063,1753.8396,1871.3375,1839.1375,1596.7932,1727.7136,1769.4824,
